Transaction ID,Timestamp,Customer ID,Merchant ID,Transaction Amount ($),Location,Transaction Type,Is Fraud?
T8100190d5e,2025-01-23 09:25:00,C1577,M5f204,650.22,"Columbus, OH",Card Present,0
Tc2b6b75fe1,2025-01-10 09:41:00,C1814,Me0450,309.76,"Memphis, TN",ATM Withdrawal,0
Tb40def8a51,2025-01-20 10:27:00,C1783,Me2acd,563.99,"Nashville, TN",Card Present,0
T13a8455aa4,2025-01-17 10:40:00,C1322,Mf847a,463.76,"Chicago, IL",Card Present,0
Te17d9835cc,2025-01-20 09:16:00,C1618,M6545b,731.88,"Dallas, TX",Online,0
Tbdcaec9985,2025-01-11 09:32:00,C1075,M38970,347.35,"Houston, TX",ATM Withdrawal,0
T926a5892ac,2025-01-01 09:03:00,C1468,M25e7d,502.5,"Washington, DC",Online,0
T02012fa049,2025-01-09 10:20:00,C2053,M1815a,118.16,"Omaha, NE",Card Present,0
Tecc9b2f526,2025-01-08 09:07:00,C2007,M586cf,195.53,"Atlanta, GA",Online,0
Tc3d51e6963,2025-01-18 09:29:00,C1117,M8bf88,706.37,"Charlotte, NC",Online,0
Tb58664223c,2025-01-08 10:36:00,C1088,Md6b87,521.88,"San Antonio, TX",Card Present,0
T76a7845a82,2025-01-30 09:17:00,C1285,Me6ab3,604.22,"Oklahoma City, OK",ATM Withdrawal,0
T7da8c73fc3,2025-01-03 10:24:00,C1119,Mab572,231.11,"Charlotte, NC",ATM Withdrawal,0
T6ede35d733,2025-01-26 09:33:00,C1570,Mc4fb1,585.64,"Las Vegas, NV",ATM Withdrawal,0
T16780b7176,2025-01-18 09:05:00,C1602,M951f6,2067.23,"Chicago, IL",Online,1
T742e7fd5af,2025-01-05 09:32:00,C1304,Ma743d,565.35,"Oklahoma City, OK",Online,0
T9cb8d06868,2025-01-08 10:08:00,C1557,Mfac06,498.59,"Charlotte, NC",Online,0
Tb2d96466d6,2025-01-12 09:07:00,C1299,Mbf7a0,336.15,"Baltimore, MD",Card Present,0
T55518729e3,2025-01-01 09:47:00,C1387,M6702e,451.18,"Las Vegas, NV",ATM Withdrawal,0
Ta2d209d45e,2025-01-09 09:02:00,C1110,M24d80,2403.94,"Memphis, TN",Online,1
T9a4b9a9330,2025-01-27 09:58:00,C2023,M9163b,85.72,"Seattle, WA",Card Present,0
T82b637f0f8,2025-01-30 09:46:00,C1800,M1786a,503.14,"San Francisco, CA",Card Present,0
T7cf463d763,2025-01-09 10:40:00,C1035,M0607f,537.29,"Denver, CO",Card Present,0
T57dfaf40f7,2025-01-21 10:27:00,C1349,M34499,733.92,"Austin, TX",ATM Withdrawal,0
T7c8f6f6100,2025-01-26 10:29:00,C1381,M95659,456.39,"Nashville, TN",ATM Withdrawal,0
T1e4ff22124,2025-01-01 09:03:00,C1185,M91f3c,691.34,"Nashville, TN",Card Present,0
T37488a3de2,2025-01-01 09:58:00,C1000,M81c85,629.54,"Memphis, TN",Card Present,0
T207b10d3fc,2025-01-03 09:58:00,C1969,M98559,927.12,"Atlanta, GA",ATM Withdrawal,0
Tf5f9f4867d,2025-01-01 10:37:00,C1000,M9c350,406.11,"Miami, FL",ATM Withdrawal,0
Tfb56550a5c,2025-01-07 09:02:00,C1880,M29b35,3090.74,"Seattle, WA",Online,1
Tbc763e2808,2025-01-03 09:40:00,C1776,Ma1b17,360.12,"Charlotte, NC",Card Present,0
T65edeafa3c,2025-01-14 09:08:00,C1875,M65210,596.12,"San Jose, CA",ATM Withdrawal,0
T03f1cedc86,2025-01-18 10:02:00,C1481,M59110,682.75,"Las Vegas, NV",Card Present,0
Tf0189b03a9,2025-01-09 09:55:00,C1336,Mf04bc,655.79,"Baltimore, MD",Card Present,0
T3502ac6490,2025-01-24 09:42:00,C1474,M6b151,327.66,"Los Angeles, CA",ATM Withdrawal,0
T1e810a4864,2025-01-02 10:16:00,C1323,M11142,257.77,"Houston, TX",Card Present,0
T0cbb71561b,2025-01-08 09:48:00,C1388,M1b01b,577.36,"Austin, TX",Online,0
Te8944f29aa,2025-01-12 09:17:00,C1017,M4117e,493.06,"Raleigh, NC",Online,0
T827dc3d93b,2025-01-21 09:36:00,C1419,Mc0d10,442.51,"Raleigh, NC",Card Present,0
Tb89569b909,2025-01-07 09:04:00,C1986,M0586b,1866.73,"Indianapolis, IN",Online,1
T2ef94719e8,2025-01-24 09:07:00,C1711,M11757,471.35,"San Antonio, TX",ATM Withdrawal,0
Tb39e53d520,2025-01-22 09:56:00,C1294,M59b46,555.48,"Washington, DC",Online,0
Tae8b8f8635,2025-01-11 10:18:00,C1303,Mfceb0,255.86,"Washington, DC",Card Present,0
Tc3b51a9f2f,2025-01-30 09:29:00,C1829,M0f41a,239.43,"Columbus, OH",ATM Withdrawal,0
T82396b0513,2025-01-09 09:08:00,C1001,Mc10c2,117.34,"Omaha, NE",ATM Withdrawal,0
T0f56619d7d,2025-01-05 09:31:00,C1304,Mc8261,624.44,"Raleigh, NC",ATM Withdrawal,0
T3134d858d6,2025-01-21 09:39:00,C1152,M2c612,654.34,"Washington, DC",Online,0
Tbe08f63dd2,2025-01-26 09:08:00,C1790,Md6077,606.64,"Las Vegas, NV",Online,0
T692841e10a,2025-01-04 10:05:00,C1168,Me3818,987.95,"New York, NY",Card Present,0
T84ddc3a450,2025-01-11 10:05:00,C1045,M2eb6c,755.53,"New York, NY",Card Present,0
Te729eb2ab1,2025-01-10 09:24:00,C1235,M2c0d8,559.75,"Chicago, IL",Card Present,0
T660081fbcb,2025-01-24 09:41:00,C1711,M0e6ee,547.71,"Seattle, WA",Card Present,0
T63b33c2475,2025-01-18 09:24:00,C1414,M4d032,596.78,"Portland, OR",Online,0
T97e4bbaa32,2025-01-26 09:44:00,C1796,M47395,593.8,"Miami, FL",Card Present,0
T9217a5ab1e,2025-01-03 10:07:00,C1911,Ma0787,636.64,"San Antonio, TX",Card Present,0
Tc9d3c301cd,2025-01-27 09:01:00,C1040,M4677e,2630.74,"Denver, CO",Online,1
Te78d1ea301,2025-01-27 09:16:00,C1568,M5c14a,430.11,"Charlotte, NC",Card Present,0
T906073eb84,2025-01-19 09:35:00,C1134,M44ee5,813.1,"Portland, OR",ATM Withdrawal,0
Tb9c10a3977,2025-01-21 09:05:00,C1312,M23078,3989.86,"Charlotte, NC",Online,1
Tc5852a17f0,2025-01-09 10:25:00,C1812,Ma6b4b,643.32,"Los Angeles, CA",Card Present,0
Tab9be2663a,2025-01-13 09:19:00,C1496,Mcb28c,558.54,"Las Vegas, NV",ATM Withdrawal,0
T63745f6071,2025-01-12 09:38:00,C1373,M6cc3e,491.44,"Los Angeles, CA",Card Present,0
T3f0d5efeea,2025-01-26 10:10:00,C1219,Mcd5fd,461.27,"San Diego, CA",Online,0
T1ce98961a8,2025-01-04 09:01:00,C1580,M631b6,1515.01,"Austin, TX",Online,1
T57c034bc16,2025-01-21 09:46:00,C1865,M0eef0,672.51,"Milwaukee, WI",Card Present,0
T45f3973a5b,2025-01-04 10:08:00,C1190,Maf1d4,286.98,"Philadelphia, PA",Online,0
Tf675e4ee81,2025-01-19 09:09:00,C1005,M4a3a5,647.69,"Raleigh, NC",Card Present,0
T9e00964a6d,2025-01-19 10:22:00,C1742,M63f42,524.7,"Seattle, WA",Online,0
T853516c995,2025-01-14 09:58:00,C1600,Me9475,350.62,"Fort Worth, TX",Card Present,0
Tdd75be8117,2025-01-01 10:24:00,C1257,M147d2,331.35,"Indianapolis, IN",ATM Withdrawal,0
Td88a0c8a0e,2025-01-29 09:55:00,C1925,M233b7,263.6,"San Jose, CA",Card Present,0
Tc975130cf4,2025-01-24 09:45:00,C1711,M3def0,410.29,"Portland, OR",ATM Withdrawal,0
T4d33c41edd,2025-01-27 09:28:00,C1568,M21c45,345.49,"Charlotte, NC",Card Present,0
Td706e979a5,2025-01-31 09:44:00,C2069,Ma796d,437.59,"Milwaukee, WI",Online,0
Ta0cd123aac,2025-01-08 10:13:00,C1951,Mcaf67,859.7,"Austin, TX",Online,0
T3916dc6443,2025-01-30 09:20:00,C1500,M004ac,483.82,"San Francisco, CA",ATM Withdrawal,0
Tb1ec2acfdb,2025-01-17 09:48:00,C1322,M0a732,379.92,"Memphis, TN",Online,0
Tfb9b8d4c6a,2025-01-23 09:20:00,C1318,M4c4d9,537.94,"San Diego, CA",Card Present,0
Tf2792b7574,2025-01-24 10:26:00,C1482,Mf8a7a,226.84,"Charlotte, NC",ATM Withdrawal,0
Tb9cad74452,2025-01-31 09:59:00,C1256,M8fa95,762.98,"Atlanta, GA",ATM Withdrawal,0
T65b3031f3b,2025-01-25 09:58:00,C1884,M22b6f,447.34,"Chicago, IL",ATM Withdrawal,0
T4d35098a27,2025-01-10 09:02:00,C1151,M41b9e,734.55,"Louisville, KY",Card Present,0
Te939baca8e,2025-01-14 09:02:00,C2232,Mb1e7d,2899.04,"Raleigh, NC",Online,1
Tefbf937f4e,2025-01-29 09:05:00,C1950,M5b032,576.49,"Denver, CO",ATM Withdrawal,0
Tde80595b6e,2025-01-06 10:03:00,C1787,M8c030,463.34,"Austin, TX",Online,0
T180f607221,2025-01-04 09:49:00,C1041,Mae922,539.81,"Louisville, KY",Card Present,0
T3593dc3931,2025-01-06 10:31:00,C1981,Mec38f,441.46,"Chicago, IL",Card Present,0
T67256cd5a4,2025-01-23 10:25:00,C1965,Mee6dd,1087.08,"Charlotte, NC",ATM Withdrawal,0
Tad8c9e70fc,2025-01-22 10:21:00,C1918,M0c54e,139.25,"Houston, TX",Card Present,0
T6073501a9b,2025-01-30 09:04:00,C2082,M42ade,1275.0,"Raleigh, NC",Online,1
T4cbce1ca0f,2025-01-23 09:05:00,C1712,Mba833,4034.48,"Charlotte, NC",Online,1
T5a68ee26d5,2025-01-01 09:24:00,C1153,M0f928,699.25,"Dallas, TX",Card Present,0
Tf5bad576ec,2025-01-21 09:03:00,C1901,M1bb35,3948.82,"Fort Worth, TX",Online,1
T23b00da546,2025-01-17 09:27:00,C1313,Md7ea7,424.96,"Charlotte, NC",ATM Withdrawal,0
Tfd0e43130f,2025-01-01 09:09:00,C1468,Mb7c05,701.49,"Charlotte, NC",Card Present,0
T6f96e94c8a,2025-01-13 10:04:00,C1060,M5c3a0,810.23,"San Francisco, CA",ATM Withdrawal,0
T77851e9f08,2025-01-30 09:13:00,C1744,Mbc2fb,463.17,"Boston, MA",Card Present,0
T6b83fb2a22,2025-01-09 09:10:00,C1417,M072b7,75.86,"Memphis, TN",ATM Withdrawal,0
Tb5490121a4,2025-01-25 10:25:00,C1588,M1887d,359.05,"Dallas, TX",Card Present,0
T33a27721a5,2025-01-08 10:10:00,C1654,M5dd2a,533.6,"Baltimore, MD",ATM Withdrawal,0
T282db4ce3f,2025-01-11 10:02:00,C1303,M2d948,40.76,"Baltimore, MD",Card Present,0
T21c4e907df,2025-01-25 09:48:00,C1977,Mfd7de,649.86,"Philadelphia, PA",ATM Withdrawal,0
Tf12988ae36,2025-01-31 10:12:00,C1606,M5d44a,614.24,"Denver, CO",Card Present,0
T15dc48daca,2025-01-06 09:44:00,C1934,Mdebcf,426.28,"Dallas, TX",Card Present,0
T20bec22461,2025-01-18 09:09:00,C1236,M21228,522.65,"El Paso, TX",ATM Withdrawal,0
T6cfbb3edb1,2025-01-01 09:03:00,C1185,Mfe9bf,132.76,"Phoenix, AZ",ATM Withdrawal,0
Ta4c93d20b1,2025-01-16 09:06:00,C1144,Meaf0f,511.93,"San Diego, CA",Card Present,0
T30db502da5,2025-01-08 10:16:00,C1088,M359a3,525.84,"Charlotte, NC",Card Present,0
Tcb8d6feb25,2025-01-03 10:33:00,C1069,Ma0e3d,474.42,"Nashville, TN",Online,0
T9959dc067b,2025-01-24 09:27:00,C1885,Mfc97b,890.58,"Columbus, OH",ATM Withdrawal,0
Tfd4a8ad947,2025-01-02 10:26:00,C1407,Mb8976,596.41,"Columbus, OH",ATM Withdrawal,0
Tf6ef671860,2025-01-26 09:24:00,C1104,M45482,427.28,"Nashville, TN",ATM Withdrawal,0
T7b1d4d4087,2025-01-21 09:42:00,C1657,M5d425,778.64,"Omaha, NE",Online,0
T8b172e005d,2025-01-24 09:03:00,C1092,M6b2ef,4169.02,"Denver, CO",Online,1
T3828b68b2a,2025-01-01 09:27:00,C1083,Mdde7b,567.7,"Miami, FL",Online,0
Tebc20351c3,2025-01-08 10:38:00,C1241,Mf18bc,763.42,"Las Vegas, NV",Online,0
T3259739e12,2025-01-19 09:35:00,C1096,M37087,85.32,"Detroit, MI",ATM Withdrawal,0
Td1a2aec131,2025-01-14 09:23:00,C1974,M01302,310.21,"San Jose, CA",ATM Withdrawal,0
T794956c125,2025-01-16 10:14:00,C1144,M6de76,578.7,"Las Vegas, NV",Card Present,0
T5fff1d0046,2025-01-25 10:18:00,C1997,M5b8ca,488.31,"Charlotte, NC",Online,0
T981dce9834,2025-01-27 09:12:00,C1486,M8bebe,890.65,"Boston, MA",ATM Withdrawal,0
T1da9c5901d,2025-01-20 10:32:00,C1766,M3163f,716.84,"San Antonio, TX",Online,0
T3d76a92461,2025-01-04 09:21:00,C1167,M7c9e7,958.19,"San Antonio, TX",Online,0
T8ff0b6a5c2,2025-01-24 10:28:00,C1735,M1259f,275.65,"Portland, OR",Card Present,0
T1b99f18fdf,2025-01-24 10:36:00,C1239,M7cc14,590.47,"Columbus, OH",Online,0
T604e2e2def,2025-01-10 09:33:00,C1814,M965ae,400.27,"Austin, TX",Card Present,0
Tfba89a561b,2025-01-01 09:48:00,C1083,M9fdcd,626.56,"Phoenix, AZ",Online,0
T578c3183d6,2025-01-02 09:25:00,C1240,M5d819,565.16,"Columbus, OH",ATM Withdrawal,0
T0f823e4da9,2025-01-01 09:02:00,C1316,M81683,428.51,"Oklahoma City, OK",ATM Withdrawal,0
T36e74f1030,2025-01-13 09:04:00,C1364,M9c7a6,2920.09,"Chicago, IL",Online,1
T7b4d645c79,2025-01-28 10:19:00,C1087,M9973c,799.21,"San Antonio, TX",Card Present,0
T7eb4397b89,2025-01-26 09:23:00,C1570,M0d0eb,333.14,"Chicago, IL",Online,0
Te87faaf86b,2025-01-24 09:03:00,C1784,Mf381c,2058.15,"Milwaukee, WI",Online,1
Ta23b258952,2025-01-31 09:45:00,C2014,Mf4e33,835.42,"Detroit, MI",Online,0
Tbcb0950e3d,2025-01-09 09:18:00,C1008,Md591d,462.87,"Seattle, WA",Card Present,0
T91f2e6773a,2025-01-13 09:45:00,C1071,M496f4,498.41,"Baltimore, MD",Online,0
T8caa100f99,2025-01-24 10:32:00,C2025,M9e55e,737.42,"Dallas, TX",Card Present,0
Te657509ca6,2025-01-12 09:35:00,C1043,Md9de8,669.92,"Milwaukee, WI",Online,0
T38b07689f8,2025-01-27 09:46:00,C1039,M5c168,588.76,"Dallas, TX",Online,0
Tfb2c375d3c,2025-01-24 09:04:00,C1306,M61c8e,1630.34,"Nashville, TN",Online,1
Te37604cf68,2025-01-16 09:05:00,C2195,M8d0f1,2691.12,"Austin, TX",Online,1
Td696d7fbc0,2025-01-09 09:23:00,C1780,M6a878,685.2,"Memphis, TN",Online,0
T51a7f74948,2025-01-18 10:34:00,C1414,M2a076,332.28,"Dallas, TX",Online,0
T45b60f3a40,2025-01-15 10:18:00,C1964,M2cc42,323.23,"Boston, MA",Online,0
Tb5482553c9,2025-01-28 09:12:00,C1396,M3fc50,814.6,"Nashville, TN",Card Present,0
Tc18de026b5,2025-01-14 09:54:00,C1449,Mddd86,590.12,"Milwaukee, WI",Online,0
Tcda10b723d,2025-01-31 09:07:00,C1452,M0042c,514.54,"Seattle, WA",ATM Withdrawal,0
Tcd3bd7a4be,2025-01-04 09:03:00,C1072,Mb9896,220.29,"Austin, TX",ATM Withdrawal,0
Tbc7dde0fe0,2025-01-21 10:34:00,C1571,Mafa8f,723.37,"Atlanta, GA",Online,0
Tb4ddeb7144,2025-01-04 09:53:00,C2037,M31e29,483.38,"Dallas, TX",Online,0
Taabd3e5336,2025-01-31 10:35:00,C1937,M6ed40,336.42,"New York, NY",Online,0
T0bc83c0a84,2025-01-23 09:20:00,C2039,M1addb,289.06,"Omaha, NE",Card Present,0
Tff5d5e7729,2025-01-07 10:10:00,C1135,M0ae52,295.75,"Miami, FL",Card Present,0
Tfe7dfa1229,2025-01-31 09:34:00,C1892,M37c37,373.72,"New York, NY",Online,0
T979075a470,2025-01-04 09:54:00,C1983,M6b83f,235.53,"San Antonio, TX",Online,0
Tbc4aaba07c,2025-01-22 09:44:00,C1918,M8303f,536.4,"Washington, DC",Online,0
T3a4c0bab54,2025-01-29 10:25:00,C2071,Mab603,5.0,"Dallas, TX",Card Present,0
T56e918858e,2025-01-09 09:19:00,C1791,Ma8636,668.36,"Indianapolis, IN",Online,0
T8d3e3aa54e,2025-01-13 10:20:00,C1760,M357b8,418.04,"Nashville, TN",Online,0
T79c9091be9,2025-01-08 09:42:00,C1614,M9edc1,281.67,"Louisville, KY",Online,0
T6bfe2b3cb6,2025-01-05 09:28:00,C1211,Mdf114,147.85,"Chicago, IL",ATM Withdrawal,0
T6cca5d56c7,2025-01-17 09:05:00,C1869,M9d3ff,1664.31,"Philadelphia, PA",Online,1
Tbddd5ae108,2025-01-19 10:14:00,C1378,M7d2ff,780.67,"Chicago, IL",ATM Withdrawal,0
T299336b76c,2025-01-06 10:18:00,C1297,M730e6,418.14,"Raleigh, NC",ATM Withdrawal,0
T3247b0c615,2025-01-08 10:11:00,C1905,Mc2fe2,643.27,"Los Angeles, CA",Card Present,0
Tfafbaf684c,2025-01-03 09:31:00,C1564,Mf6be6,765.09,"Las Vegas, NV",ATM Withdrawal,0
T3a96b3f29e,2025-01-08 09:20:00,C1320,Mda9a0,571.12,"Houston, TX",Online,0
T51dac174b8,2025-01-03 09:11:00,C2056,Mb9d5f,508.81,"Omaha, NE",Online,0
T36f88b911c,2025-01-28 09:07:00,C1963,M0bbe5,5.0,"Nashville, TN",Online,0
T209237929f,2025-01-26 09:21:00,C1346,Me7d55,210.07,"Oklahoma City, OK",ATM Withdrawal,0
T689bc7e288,2025-01-11 09:33:00,C1528,Md5b01,646.28,"Houston, TX",Card Present,0
T402c8de31a,2025-01-01 09:07:00,C1185,Mc2508,342.8,"Oklahoma City, OK",Online,0
T35fa37ee8b,2025-01-26 09:15:00,C1248,Mdd625,451.75,"Denver, CO",Card Present,0
T086eff381b,2025-01-10 09:27:00,C1194,M737f6,203.02,"Chicago, IL",ATM Withdrawal,0
Tc171a5d762,2025-01-18 09:45:00,C1889,M4ec0e,171.72,"San Diego, CA",Online,0
Tb73acf296f,2025-01-23 10:22:00,C1504,M7f91d,463.37,"Dallas, TX",Online,0
Tc1fc6357b6,2025-01-17 09:54:00,C2031,M75318,381.72,"Milwaukee, WI",ATM Withdrawal,0
T478897c182,2025-01-31 09:13:00,C1443,Med565,503.68,"San Diego, CA",Online,0
Teca670b230,2025-01-24 10:04:00,C1497,Mad8af,639.08,"Los Angeles, CA",Online,0
T1b1c87c430,2025-01-30 09:02:00,C1277,M9b503,573.93,"Louisville, KY",Card Present,0
T1bc24b5dc3,2025-01-04 10:19:00,C1190,M03816,438.96,"Denver, CO",Card Present,0
T2ff97bf0aa,2025-01-05 09:06:00,C1211,M03b52,1020.34,"Baltimore, MD",ATM Withdrawal,0
T2d994d5ca2,2025-01-18 09:33:00,C2045,M0ab2a,110.69,"Denver, CO",Online,0
T9aebd6f8b0,2025-01-17 09:42:00,C1380,M41f79,579.59,"Fort Worth, TX",Card Present,0
T5ff58015a6,2025-01-19 10:32:00,C1124,M9b5a1,859.18,"Boston, MA",Online,0
Tca7cb18f05,2025-01-14 09:10:00,C1301,M86af0,436.79,"Charlotte, NC",Online,0
T087a349722,2025-01-27 09:37:00,C1093,M08b34,639.24,"Houston, TX",Card Present,0
Tbda3eeb3e9,2025-01-18 09:23:00,C1232,Mf855a,334.48,"Memphis, TN",ATM Withdrawal,0
Tc831bef4b0,2025-01-01 09:48:00,C2072,Md168d,519.97,"Atlanta, GA",Online,0
Tb4996a7e15,2025-01-08 09:08:00,C1088,M9d68d,596.2,"San Antonio, TX",Online,0
Te6b36b043c,2025-01-25 09:36:00,C1971,M1bb88,511.57,"Oklahoma City, OK",ATM Withdrawal,0
T1fd1593b4c,2025-01-11 09:02:00,C1488,M4a814,1771.73,"Washington, DC",Online,1
T8cef1e5a7b,2025-01-29 10:36:00,C1993,M9a993,692.06,"Austin, TX",ATM Withdrawal,0
Te9bc303775,2025-01-08 10:07:00,C1593,M2c142,546.37,"El Paso, TX",ATM Withdrawal,0
T9f1ac9d82b,2025-01-29 09:47:00,C1696,Mb3688,487.47,"Dallas, TX",Online,0
Tf68e5eb32c,2025-01-01 09:18:00,C1669,M73337,667.55,"Dallas, TX",ATM Withdrawal,0
Tc7ce3b518e,2025-01-03 09:45:00,C1849,M38bde,628.82,"Baltimore, MD",Online,0
Tec14d692bc,2025-01-19 10:15:00,C1860,M478fe,311.59,"Baltimore, MD",ATM Withdrawal,0
Tb3271d81b7,2025-01-01 09:44:00,C1337,Mda8f2,428.59,"San Diego, CA",ATM Withdrawal,0
T122a236307,2025-01-27 10:06:00,C2023,M4b95c,232.1,"Dallas, TX",Card Present,0
T13ec35701a,2025-01-13 09:54:00,C1709,M93303,712.53,"Baltimore, MD",Card Present,0
T141b7214aa,2025-01-31 10:17:00,C1932,Mf1f89,598.28,"New York, NY",Online,0
T079c1e6a8c,2025-01-01 09:08:00,C1468,Mf951d,536.94,"Charlotte, NC",Card Present,0
T0e41eab63a,2025-01-15 09:04:00,C1109,Md592a,1550.6,"Detroit, MI",Online,1
T8e8b0e0fdb,2025-01-11 10:36:00,C1510,Mcf424,790.2,"San Francisco, CA",Online,0
T5c2ed0ee14,2025-01-11 10:14:00,C1627,Me3f03,594.61,"Boston, MA",Card Present,0
Td03f4c726d,2025-01-10 09:05:00,C1879,Md8261,385.76,"Las Vegas, NV",Online,0
Tfa57d8adca,2025-01-25 10:35:00,C1588,M10157,427.38,"Boston, MA",Online,0
T5bf294510a,2025-01-24 10:34:00,C1366,M218bf,683.69,"San Francisco, CA",Card Present,0
T8d698731fd,2025-01-26 09:02:00,C1508,M59d4e,133.66,"Jacksonville, FL",Card Present,0
Tbf0179cb9e,2025-01-01 09:23:00,C1754,Md16ea,1087.13,"Houston, TX",Online,0
T24d2e8d63f,2025-01-03 09:45:00,C1332,M7fa0c,604.5,"Las Vegas, NV",Online,0
T1fafefec62,2025-01-29 10:27:00,C1330,M62a7d,633.26,"Portland, OR",Card Present,0
T6e65d380d4,2025-01-09 10:40:00,C1077,M3dd51,384.62,"Baltimore, MD",Card Present,0
Tbb3de2dbc5,2025-01-16 09:15:00,C2050,Medd76,783.89,"Atlanta, GA",Online,0
T6ab2646e93,2025-01-03 09:07:00,C2056,M9f42e,132.85,"Phoenix, AZ",ATM Withdrawal,0
T8cc278379c,2025-01-29 10:03:00,C1639,M792c3,56.33,"Houston, TX",Online,0
T6c221ff500,2025-01-24 09:32:00,C1154,Mb9b07,670.04,"Austin, TX",ATM Withdrawal,0
Tb3a91c09db,2025-01-09 09:56:00,C1585,Ma382c,541.27,"El Paso, TX",Card Present,0
T961c37b87f,2025-01-24 09:56:00,C1936,Mbb400,464.5,"Portland, OR",Card Present,0
Tcb55d6f4de,2025-01-16 09:41:00,C1740,M7559f,445.25,"Jacksonville, FL",ATM Withdrawal,0
T76b41ddbe1,2025-01-04 10:14:00,C1007,Mfea9d,564.82,"Seattle, WA",Online,0
T05347c13bc,2025-01-19 09:27:00,C1929,M92934,638.64,"Chicago, IL",Online,0
T03a50f2752,2025-01-08 10:39:00,C1539,M85c6e,468.13,"San Diego, CA",Card Present,0
Te8787f04ec,2025-01-21 10:21:00,C1469,Mfa410,465.44,"Miami, FL",Online,0
Tf9b8df032f,2025-01-01 09:33:00,C1076,M43c49,509.48,"Jacksonville, FL",ATM Withdrawal,0
T3f89ccfc82,2025-01-09 10:21:00,C1321,Mb76fe,486.77,"Boston, MA",ATM Withdrawal,0
T8c3018f87b,2025-01-25 10:38:00,C1165,Mdc58b,503.12,"Memphis, TN",Online,0
T8d6b711abe,2025-01-24 09:09:00,C1482,M27e59,294.73,"San Antonio, TX",ATM Withdrawal,0
T3ec6e89122,2025-01-17 09:10:00,C2031,M88669,721.34,"Chicago, IL",Card Present,0
Tfcb57a1f63,2025-01-19 09:04:00,C1615,M0de49,442.64,"New York, NY",Online,0
Ta0d11ea92b,2025-01-12 09:18:00,C1299,M83692,670.18,"San Diego, CA",Card Present,0
T2d3f45609c,2025-01-06 09:40:00,C1900,M9cfd5,291.96,"Portland, OR",ATM Withdrawal,0
T64060ef8aa,2025-01-10 09:25:00,C1441,Mcf506,731.81,"Austin, TX",ATM Withdrawal,0
T36e21b84da,2025-01-04 09:45:00,C2078,Mde274,711.63,"San Jose, CA",ATM Withdrawal,0
Tbaf3b69c5f,2025-01-04 10:04:00,C1899,M83ac1,522.69,"San Francisco, CA",Card Present,0
T0243d2944e,2025-01-04 09:31:00,C1535,Mf619d,556.2,"Houston, TX",ATM Withdrawal,0
T0cc7ce31ec,2025-01-19 09:14:00,C1831,M7c59c,559.49,"Baltimore, MD",Online,0
T797dbcfe50,2025-01-20 09:35:00,C1634,M65d35,362.74,"Louisville, KY",Card Present,0
Td15f518b6f,2025-01-20 09:18:00,C1436,Mee7b9,383.28,"San Diego, CA",Online,0
T85ec29b0d0,2025-01-08 09:30:00,C1747,M8f081,129.4,"Oklahoma City, OK",Online,0
Tb3c1e0c015,2025-01-02 09:04:00,C1707,M6be2f,1435.78,"San Jose, CA",Online,1
T8cfe7f495e,2025-01-28 10:18:00,C1457,Mf1171,765.73,"Detroit, MI",Card Present,0
Ta353647777,2025-01-25 09:06:00,C1439,M66c9d,303.54,"Seattle, WA",Online,0
T5c9047a9f0,2025-01-17 10:13:00,C1989,M8f5f9,1012.1,"Houston, TX",Online,0
T54be0990be,2025-01-11 09:13:00,C1612,M05110,678.41,"Miami, FL",Online,0
Tee5a2c0bd2,2025-01-10 09:11:00,C1356,M94a75,342.8,"Portland, OR",Online,0
T2ed4164461,2025-01-01 09:10:00,C1254,Mcd2d0,369.18,"Dallas, TX",ATM Withdrawal,0
Tb0897a4b56,2025-01-23 10:34:00,C1350,M5f81e,296.07,"Atlanta, GA",ATM Withdrawal,0
T03a572463c,2025-01-11 09:28:00,C1510,Md43be,675.88,"Charlotte, NC",Card Present,0
T076f3b30c5,2025-01-08 10:34:00,C1511,Mef464,492.83,"Oklahoma City, OK",Online,0
Tdca6a76c16,2025-01-19 09:02:00,C2369,M18f5f,2019.43,"Portland, OR",Online,1
T7e82f65797,2025-01-04 10:25:00,C2037,Mc7969,896.73,"Chicago, IL",Online,0
Tbfaf1e34e0,2025-01-14 09:40:00,C1108,M7c38d,348.92,"Seattle, WA",Online,0
T1c24d8c354,2025-01-22 10:29:00,C1038,M3b7da,924.43,"Raleigh, NC",Online,0
Tf742078463,2025-01-23 10:00:00,C1067,Ma9d81,477.53,"Houston, TX",Online,0
T4d7af8e71e,2025-01-02 09:43:00,C1694,M3abd8,651.3,"Houston, TX",Card Present,0
T9badb46f08,2025-01-25 09:46:00,C1884,M195c5,235.9,"Washington, DC",Card Present,0
T57904a032b,2025-01-21 10:01:00,C1349,M643ad,568.12,"Dallas, TX",Card Present,0
T32f9ab2c83,2025-01-27 09:36:00,C1599,M0a826,577.68,"Louisville, KY",Online,0
T3731032b69,2025-01-30 09:26:00,C1797,M0d017,515.12,"Memphis, TN",Card Present,0
T4dfb80374b,2025-01-17 09:47:00,C1902,M55d4e,430.65,"New York, NY",Card Present,0
T3fcd52eab4,2025-01-25 09:36:00,C1997,M54f94,882.4,"Memphis, TN",Online,0
Ta426e980a1,2025-01-01 10:32:00,C1083,M96756,654.17,"Omaha, NE",Card Present,0
